Département	Ville	Adresse	Code Site	RA	REX	TECH
93	SAINT DENIS	19 Rue Martyrs Chateaubriand	3533	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	19-21 Rue Jean Mermoz	3563	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	19-21-23 Rue Paul Eluard	4068	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	2 Avenue Romain Rolland	8001-09	BRUNHES S.	CISSE S.	KONE A.
93	SAINT DENIS	2 Rue Jean Moulin	4358	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	2 Rue Pasteur Bat.6 Esc1-6	3539-03	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2 Rue Pasteur Bat.6 Esc7-12	3539-04	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2 Rue Rimbaud Bat.2	3544	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	2 Rue de Plouich	4031-03	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	2-10 Allée de la Sellerie	3545	RODIGUES M.	VLAHOV M.	GUISNEUF E.
93	SAINT DENIS	2-10 Rue Cezanne	3658	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-10 Rue Chopin	4031-07	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	2-16 Rue Jacques Duclos	3532	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	2-26 Rue de Lorraine	3547	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	2-3-8-9 Place Julian Grimau	3524	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	2-4 Allée Maurice Audin	3540	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-4 Rue Corot	4031-06	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	2-4 Rue Guynemer	3543	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	2-4 Sisley	3662	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-4-6 Pass. St Michel du Degré	3557	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	2-4-6 Rue de la Ferme	3535	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	2-6 Granados	3661	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-6 Place Lucien Sampaix	3533	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	2-6 Rue Falla	3663	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-6 Rue Garenne	3665	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	2-6 Square Muande	3660	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	24-32 Avenue du Colonel Fabien	3527	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	25-29 Rue des Moulins Gemeaux	3530	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	3 Avenue Romain Rolland	3536	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	3 Rue Barbacane	3577	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	3 Rue Charles Baudelaire Bat.3	3544	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	3 Rue Dohis	3620	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	3 Rue Rimbaud Bat.13	3544	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	3 Rue du Plouich	4031-04	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	3 rue Haydn	4031-01	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	3-15 Allée Che Guevara	3541	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	3-5-7 Rue Emile Chretien	3572	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	3-5-7 Rue Eugène Henaff	3524	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	31 Avenue du Colonel Fabien	3533	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	34-38 Avenue du Colonel Fabien	3526	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	42-44 Rue du 19 Mars 1962	3529	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	5 Avenue Romain Rolland Bat.2	3536	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	5 Marnaudes	3671	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	5 Rue Pasteur Tour5	3539-05	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	5 Rue du Plouich	4031-05	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	5 Rue du mondial 1998	3553	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	5-11 Rue Guy Moquet	3546	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	52 Rue du 19 Mars 1962	3574	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	54 Avenue de Stalingrad Bat.6	3541	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	6 Avenue Leroy des Barres	3980	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	6 Tournoi des 5 Nations	3554	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	6-10 Place du Bel Air	3550	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	6-8 Marnaudes	3667	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	7 Avenue Romain Rolland Bat.3	3536	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	7 Garenne	3669	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	7 Rue Joliot Curie	3540	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	7-21 Avenue de Saint-Exupéry	3547	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	7-8 Rue Jean Lurcat	3534	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	7-9 Avenue du Colonel Fabien	3533	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	75-77-85 Rue Danielle Casanova	3547	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	8 Garenne	3668	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	8 Place Mallarme Bat.8	3544	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	8 Rue Sand 3 Rue des Fillettes	3634	RODIGUES M.	VLAHOV M.	GUISNEUF E.
93	SAINT DENIS	8-10Rue Falla 2-4 Sq Marialles	3664	RODIGUES M.	VLAHOV M.	HAMMOUMI S.
93	SAINT DENIS	89-91 Rue de la Convention	3575	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	9 Allée Mallarmé Bat.9	3544	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	9 Avenue Romain Rolland Bat.4	3536	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	9 Rue Marcel Sembat	3548	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	9 Rue Martyrs Chateaubriand	3533	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	9 rue du Docteur Delafontaine	3559	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	9-11-13 Rue Gaston Monmousseau	3524	RODIGUES M.	VLAHOV M.	BOUMA S.
93	SAINT DENIS	9-35 Rue de Lorraine	3547	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	97-111 Rue Danielle Casanova	3547	RODIGUES M.	VLAHOV M.	TEIXERA
93	SAINT DENIS	Rue Eugène Fournier	3560	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT DENIS	Rue des Marnaudes Bat.3Esc.1-4	3538	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	Rue des Marnaudes Bat.3Esc.5-8	3538	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	Rue des Marnaudes Bat.4	3538	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	Rue des Marnaudes Bat.5	3538	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	SAINT DENIS	Ruelle des Pêcheurs	3633	RODIGUES M.	VLAHOV M.	VALENTIM P.
93	SAINT-OUEN	115, rue Ardoin	4262	RODIGUES M.	RODRIGUES M.	LALOUANI Y.
93	SAINT-OUEN	69 avenue Michelet	4269-01	RODIGUES M.	RODRIGUES M.	LALOUANI Y.
93	SAINT-OUEN	69 avenue Michelet	4269-02	RODIGUES M.	RODRIGUES M.	LALOUANI Y.
93	STAINS	41, 43 Rue Victor Renelle	8001-02	BRUNHES S.	CISSE S.	KONE A.
93	STAINS	8-16 rue Salvador Allende	4117-01	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	STAINS	8-16 rue Salvador Allende	4117-02	RODIGUES M.	VLAHOV M.	GAILLOT H.
93	VILLEMOMBLE	1 place Emile Ducatte	3975-22	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	1 rue Mercière	3975-26	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	105 avenue de Rosny	3975-07	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	106 rue de Neuilly	3975-41	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	106 rue de Neuilly	3975-42	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	11 et 13 avenue de Rosny	3975-44	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	11 et 13 avenue de Rosny	3975-45	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	118 Grande Rue	3975-25	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	118 et 120 Grande Rue	3975-20	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	118 et 120 Grande Rue	3975-21	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	119 à 125 avenue de Rosny	3975-53	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	12 rue de la Fosse aux Bergers	3975-03	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	122 rue de Neuilly	3975-29	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	124 rue de Neuilly	3975-30	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	126 rue de Neuilly	3975-27	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	126 rue de Neuilly	3975-28	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	13 bis rue d'Avron	3975-01	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	14 rue de la Fosse aux Bergers	3975-04	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	15 Impasse des Chênes verts	3975-54	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	16 rue de la Fosse aux Bergers	3975-02	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	16 rue de la Plâtrière	3975-50	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	18 rue de la Fosse aux Bergers	3975-05	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	2 avenue Outrebon	3975-47	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	2 à 6 rue du Bois Rousselet	3975-34	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	20 rue de la Platrière	3975-51	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	21bis rue des Trois Frères	3975-12	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	21q avenue Général Leclerc	3975-16	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	21ter Avenue Général Leclerc	3975-11	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	22 route de Noisy	3975-43	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	31 à 35 route de Noisy	3975-31	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	35 rue Saint-Louis	3975-46	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	38 bis allée des Deux Communes	3975-36	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	38 bis allée des Deux Communes	3975-37	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	38 bis allée des Deux Communes	3975-38	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	38 bis allée des Deux Communes	3975-39	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	47 bis, avenue des Roses	3975-32	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	49 et 51 avenue des Roses	3975-17	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	52 Boulevard Carnot	3975-55	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	52-54, boulevard Carnot	3975-33	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	54 boulevard d'Aulnay	3975-08	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	56 avenue des Roses	3975-13	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	60 avenue des Roses	3975-40	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	64 rue Montgolfier	3975-10	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	7 avenue Detouche	3975-48	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	73 rue Bernard Gante	3975-14	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	75 à 79 avenue des Limites	3975-15	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	8 Boulevard D'Aulnay	3975-56	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	9 avenue Detouche	3975-19	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	97 Grande Rue	3975-06	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	97 Grande Rue	3975-18	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	98 Grande Rue	3975-52	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	Impasse Charles Perrault	3975-09	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	Place de la République	3975-23	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	Place de la République	3975-24	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLEMOMBLE	rue Montgolfier	3975-35	BRUNHES S.	CISSE S.	DOS SANTOS R.
93	VILLETANEUSE	76 Route de Saint-Leu	3567	RODIGUES M.	VLAHOV M.	BOUMA S.
94	ARCUEIL	10 Avenue P. V. Couturier	8001-15	HUOT B.	AIT-KHELIFA F.	LONDAS
94	BONNEUIL SUR MARNE	5 Avenue des Coquelicots	3034	HUOT B.	AIT-KHELIFA F.	LAGARDE M.
94	BRY SUR MARNE	72-78 Avenue Général Leclerc	4000-5242	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CACHAN	12-14 Rue Etienne Dolet	4045	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHAMPIGNY SUR MARNE	1 Rue du Maine	4057-05-1135L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	1-5 Rue de Champignol	4001-5244	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHAMPIGNY SUR MARNE	1-5 Rue de Savoie	4056-2881L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	1-5 Rue du Bourbonnais	4057-03-1135L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	1-5 Villa Béarn	4057-02-1135L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	122-128 Rue de Musselburgh	4001-5244	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHAMPIGNY SUR MARNE	16-18 rue Musselburgh	3224	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHAMPIGNY SUR MARNE	2 Villa Poitou	4057-01-1135L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	39-41 Boulevard Stalingrad	3739	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHAMPIGNY SUR MARNE	39-41 Boulevard Stalingrad	4046-2098L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHAMPIGNY SUR MARNE	52-56 Avenue Boileau	4057-04-1135L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	CHENNEVIERES SUR MARNE	1 Villa Corse	4055-06-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-2 Villa Champagne	4055-04-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-2 Villa Touraine	4055-11-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-3 Villa Bourgogne	4055-12-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-3 Villa Bretagne	4055-09-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-3 Villa Franche Comté	4055-08-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-3 Villa Ile de France	4055-07-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-3 Villa Normandie	4055-02-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-4 Villa Anjou	4055-10-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-5 Rue Jean de la Fontaine	4002-5245	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-5 Villa Gascogne	4055-03-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	1-5 Villa Languedoc	4055-05-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	2-10 Rue d'Auvergne	4055-01-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHENNEVIERES SUR MARNE	2-6 Rue d'Alsace	4055-06-1111L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHEVILLY LARUE	13-19 Avenue Georges Brassens	4003-5247	HUOT B.	AIT-KHELIFA F.	LONDAS
94	CHOISY LE ROI	4 Allée des Lilas	8001-21	HUOT B.	AIT-KHELIFA F.	DA CRUZ G.
94	CRETEIL	2-12 Square Esquirol	4004-5248	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	FONTENAY SOUS BOIS	17-21 Rue Dalayrac	4005-5031	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE KREMLIN BICETRE	1bis Rue de Verdun	4007-5261	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE KREMLIN BICETRE	1bis Rue de Verdun	4008-5261	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE KREMLIN BICETRE	3 Rue Anatole France	4006-5261	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE PERREUX SUR MARNE	137-139 Avenue Lamartine	4009-5272	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE PERREUX SUR MARNE	54 Rue du Bois	4009-5272	HUOT B.	AIT-KHELIFA F.	LONDAS
94	LE PLESSIS TREVISE	1-10 Villa Noisetiers	4053-9161L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	LE PLESSIS TREVISE	1-3 Villa Bouleaux	4054-9162L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	MAISONS ALFORT	1 Rue de Strasbourg	4010-5262	HUOT B.	AIT-KHELIFA F.	LONDAS
94	ORLY	77 Avenue Adrien Raynal	8001-18	HUOT B.	AIT-KHELIFA F.	FRAVALO JF.
94	RUNGIS	6 Rue La Grange	8001-22	HUOT B.	AIT-KHELIFA F.	DA CRUZ G.
94	SAINT MAUR LES FOSSES	31 Rue de Solférino	2658	HUOT B.	AIT-KHELIFA F.	LONDAS
94	SAINT MAURICE	228 Rue du Maréchal Leclerc	4011-5276	HUOT B.	AIT-KHELIFA F.	LONDAS
94	SANTENY	1-3 Impasse du Chemin Vert	3646-2917L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	SANTENY	1-3 Impasse du Chemin Vert	4052-2917L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	SANTENY	2 Rue des Platanes	3646-2917L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	SANTENY	2 Rue des Platanes	4052-2917L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	SANTENY	2-4 Impasse Haut des Pendants	4058-5462	HUOT B.	AIT-KHELIFA F.	LONDAS
94	SANTENY	Rue du Château	3646-2917L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	SANTENY	Rue du Château	4052-2917L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	THIAIS	1-9 Allée de Monaco	4013-5278	HUOT B.	AIT-KHELIFA F.	LONDAS
94	THIAIS	10 Allé d'Ormesson	4051-2645L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	THIAIS	8-18 Allée Jules Verne	4012-5277	HUOT B.	AIT-KHELIFA F.	LONDAS
94	VILLECRESNES	54 Rue d'Yerres	8001-17	HUOT B.	AIT-KHELIFA F.	FRAVALO JF.
94	VILLENEUVE LE ROI	1-5 Allée des Fresnes	4049-02-2232L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	VILLENEUVE LE ROI	58 Rue Paul Bert	4048-2231L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	VILLENEUVE LE ROI	62 Rue Paul Bert	4047-2183L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	VILLENEUVE LE ROI	67bis Rue Paul Bert	4049-01-2232L	HUOT B.	AIT-KHELIFA F.	LONDAS
94	VINCENNES	7bis Rue Félix Faure	4050-2469L	HUOT B.	AIT-KHELIFA F.	MAKHLOUFI A.
94	VITRY SUR SEINE	18 Avenue Henri Barbusse	3500	HUOT B.	AIT-KHELIFA F.	FRAVALO JF.
95	GONESSE	82 Rue de Paris	3630	BRUNHES S.	CISSE S.	KONE A.
95	L'ISLE ADAM	1 Rue Mellet	2711	BRUNHES S.	CISSE S.	HOURRI H.
95	LE PLESSIS BOUCHARD	Allée des Noyers	3631	BRUNHES S.	CISSE S.	KONE A.
95	MONTMORENCY	7-9 Boulevard des Champeaux	3496	BRUNHES S.	CISSE S.	HOURRI H.
95	TAVERNY	42 Rue Auguste Godard	3221	BRUNHES S.	CISSE S.	HOURRI H.
